CustomerID,recency,frequency,monetary,r_score,f_score,m_score,segment,rf_score
15300,64,28,496.44,3,2,3,Others,32
15301,51,247,5028.12,3,5,5,Others,35
15303,290,31,574.02,1,3,3,Others,13
15304,61,26,680.3,3,2,3,Others,32
15306,64,58,1174.35,3,3,4,Others,33
15307,96,12,205.3,2,1,1,Lost Customers,21
15308,271,21,302.27,1,2,2,Lost Customers,12
15311,1,2491,59419.340000000004,5,5,5,Champions,55
15312,75,48,921.1,2,3,4,Others,23
15313,110,1,52.0,2,1,1,Lost Customers,21
15314,199,24,327.97,1,2,2,Lost Customers,12
15315,64,38,551.54,3,3,3,Others,33
15316,327,1,165.0,1,1,1,Lost Customers,11
15318,4,33,312.62,5,3,2,Others,53
15319,284,16,204.5,1,2,1,Lost Customers,12
15320,44,36,267.13,3,3,2,Others,33
15321,49,106,2650.73,3,4,5,Others,34
15322,64,49,602.97,3,3,3,Others,33
15325,104,49,162.29,2,3,1,Others,23
15326,334,29,311.71,1,2,2,Lost Customers,12
15327,53,10,208.75,3,1,1,Others,31
15329,35,62,1005.5,3,4,4,Others,34
15330,32,13,714.96,4,1,3,New Customers,41
15332,366,35,1661.06,1,3,4,Others,13
15333,208,16,1028.56,1,2,4,Lost Customers,12
15334,157,99,351.67,2,4,2,At Risk,24
15335,54,36,173.97,3,3,1,Others,33
15339,66,88,557.57,3,4,3,Others,34
15341,81,17,2020.52,2,2,5,Lost Customers,22
15342,116,26,391.76,2,2,2,Lost Customers,22
15343,87,21,364.5,2,2,2,Lost Customers,22
15344,1,32,476.58,5,3,3,Others,53
15345,35,23,367.69,3,2,2,Others,32
15346,333,17,252.42000000000002,1,2,2,Lost Customers,12
15347,366,5,201.60000000000002,1,1,1,Lost Customers,11
15348,72,9,158.04,2,1,1,Lost Customers,21
15349,158,72,473.81,2,4,3,At Risk,24
15350,373,5,115.65,1,1,1,Lost Customers,11
15351,12,233,1862.14,4,5,4,Loyal Customers,45
15353,255,63,777.02,1,4,3,At Risk,14
15355,29,14,277.05,4,1,2,New Customers,41
15356,31,519,2766.5,4,5,5,Loyal Customers,45
15358,5,561,8234.8,5,5,5,Champions,55
15360,40,13,427.93,3,1,2,Others,31
15361,362,7,418.92,1,1,2,Lost Customers,11
15363,241,17,318.05,1,2,2,Lost Customers,12
15364,96,29,913.19,2,2,4,Lost Customers,22
15365,26,151,1330.45,4,5,4,Loyal Customers,45
15366,75,44,602.51,2,3,3,Others,23
15367,57,96,1867.69,3,4,4,Others,34
15368,21,4,446.94000000000005,4,1,2,New Customers,41
15369,144,1,-1592.49,2,1,1,Lost Customers,21
15370,41,95,2360.55,3,4,5,Others,34
15372,137,27,2007.3999999999999,2,2,5,Lost Customers,22
15373,8,137,2213.11,5,5,5,Champions,55
15374,129,3,168.0,2,1,1,Lost Customers,21
15376,40,117,1233.3600000000001,3,4,4,Others,34
15379,169,196,3631.8900000000003,2,5,5,At Risk,25
15380,9,37,1682.3600000000001,5,3,4,Others,53
15381,214,8,596.85,1,1,3,Lost Customers,11
15382,15,306,5927.86,4,5,5,Loyal Customers,45
15384,170,43,635.76,2,3,3,Others,23
15385,40,12,316.88,3,1,2,Others,31
15386,186,31,394.14,1,3,2,Others,13
15388,270,10,140.54,1,1,1,Lost Customers,11
15389,172,1,500.0,2,1,3,Lost Customers,21
15392,5,85,1515.73,5,4,4,Loyal Customers,54
15393,16,12,231.86,4,1,1,New Customers,41
15394,10,85,2183.54,5,4,5,Loyal Customers,54
15395,326,7,107.45,1,1,1,Lost Customers,11
15396,113,14,288.18,2,1,2,Lost Customers,21
15397,290,6,94.0,1,1,1,Lost Customers,11
15398,16,74,1339.63,4,4,4,Loyal Customers,44
15399,1,50,815.77,5,3,3,Others,53
15400,92,13,666.7,2,1,3,Lost Customers,21
15402,149,42,626.77,2,3,3,Others,23
15405,189,8,349.1,1,1,2,Lost Customers,11
15406,18,58,426.61,4,3,2,Others,43
15407,34,153,1056.44,3,5,4,Others,35
15408,264,34,267.18,1,3,2,Others,13
15410,84,122,3450.84,2,4,5,At Risk,24
15411,26,100,1346.38,4,4,4,Loyal Customers,44
15412,171,10,190.53,2,1,1,Lost Customers,21
15414,10,39,774.9000000000001,5,3,3,Others,53
15415,313,48,572.8100000000001,1,3,3,Others,13
15416,65,193,3974.37,3,5,5,Others,35
15417,85,28,508.8,2,2,3,Lost Customers,22
15419,25,8,135.86,4,1,1,New Customers,41
15421,59,53,950.36,3,3,4,Others,33
15422,323,6,97.7,1,1,1,Lost Customers,11
15423,38,2,43.5,3,1,1,Others,31
15424,254,17,383.34,1,2,2,Lost Customers,12
15426,19,300,1429.9,4,5,4,Loyal Customers,45
15427,33,306,1483.14,3,5,4,Others,35
15428,15,6,93.78,4,1,1,New Customers,41
15429,27,83,364.90000000000003,4,4,2,Loyal Customers,44
15432,23,10,171.19,4,1,1,New Customers,41
15433,79,53,417.87,2,3,2,Others,23
15434,8,59,997.48,5,4,4,Loyal Customers,54
15435,22,29,149.29,4,2,1,New Customers,42
15436,12,329,1122.53,4,5,4,Loyal Customers,45
15437,262,45,200.16,1,3,1,Others,13
15438,131,25,156.57999999999998,2,2,1,Lost Customers,22
15440,55,62,383.68,3,4,2,Others,34
15442,249,2,594.0,1,1,3,Lost Customers,11
15443,2,385,3212.16,5,5,5,Champions,55
15444,9,219,1418.26,5,5,4,Champions,55
15445,264,5,113.5,1,1,1,Lost Customers,11
15447,331,9,155.17,1,1,1,Lost Customers,11
15448,313,28,494.64,1,2,3,Lost Customers,12
15449,26,62,971.22,4,4,4,Loyal Customers,44
15450,30,30,429.84,4,3,2,Others,43
15452,30,58,538.73,4,3,3,Others,43
15453,2,286,1388.37,5,5,4,Champions,55
15454,362,25,179.1,1,2,1,Lost Customers,12
15456,283,60,447.22,1,4,2,At Risk,14
15457,262,58,237.07,1,3,2,Others,13
15458,25,7,161.64,4,1,1,New Customers,41
15460,354,58,216.76,1,3,1,Others,13
15462,94,11,234.6,2,1,2,Lost Customers,21
15463,29,7,126.14,4,1,1,New Customers,41
15464,338,157,1048.85,1,5,4,At Risk,15
15465,20,104,6945.0199999999995,4,4,5,Loyal Customers,44
15466,85,57,334.53,2,3,2,Others,23
15467,9,53,511.88,5,3,3,Others,53
15468,35,29,438.46,3,2,2,Others,32
15469,43,27,504.5,3,2,3,Others,32
15471,2,77,469.48,5,4,3,Loyal Customers,54
15472,113,76,371.56,2,4,2,At Risk,24
15473,14,14,1465.2,4,1,4,New Customers,41
15475,77,29,454.10999999999996,2,2,2,Lost Customers,22
15478,40,46,1441.42,3,3,4,Others,33
15480,116,45,905.5,2,3,3,Others,23
15482,16,127,6568.72,4,5,5,Loyal Customers,45
15483,161,88,233.81,2,4,1,At Risk,24
15484,1,189,3563.11,5,5,5,Champions,55
15485,30,86,2575.0,4,4,5,Loyal Customers,44
15488,93,2,91.32000000000001,2,1,1,Lost Customers,21
15489,23,55,1090.03,4,3,4,Others,43
15491,95,155,3090.85,2,5,5,At Risk,25
15492,28,35,659.4599999999999,4,3,3,Others,43
15493,33,299,1967.25,3,5,4,Others,35
15494,21,125,1299.23,4,5,4,Loyal Customers,45
15497,18,16,1259.7,4,2,4,New Customers,42
15498,1,523,12396.46,5,5,5,Champions,55
15500,8,68,1131.56,5,4,4,Loyal Customers,54
15502,16,252,5541.46,4,5,5,Loyal Customers,45
15503,363,70,147.09,1,4,1,At Risk,14
15504,81,13,52.83,2,1,1,Lost Customers,21
15505,53,99,3497.14,3,4,5,Others,34
15506,23,164,979.26,4,5,4,Loyal Customers,45
15507,172,46,492.36,2,3,3,Others,23
15508,189,92,1000.27,1,4,4,At Risk,14
15510,331,1,250.0,1,1,2,Lost Customers,11
15511,12,160,909.23,4,5,4,Loyal Customers,45
15512,156,7,121.0,2,1,1,Lost Customers,21
15513,31,314,14520.08,4,5,5,Loyal Customers,45
15514,12,218,2963.19,4,5,5,Loyal Customers,45
15516,45,15,62.43,3,2,1,Others,32
15517,233,27,267.03,1,2,2,Lost Customers,12
15518,64,220,1911.89,3,5,4,Others,35
15520,2,18,343.5,5,2,2,New Customers,52
15521,36,200,2574.65,3,5,5,Others,35
15522,33,57,398.84,3,3,2,Others,33
15523,84,10,412.01000000000005,2,1,2,Lost Customers,21
15524,25,1,440.0,4,1,2,New Customers,41
15525,2,180,811.02,5,5,3,Champions,55
15526,33,4,148.44,3,1,1,Others,31
15527,19,166,2348.82,4,5,5,Loyal Customers,45
15528,254,26,229.33,1,2,1,Lost Customers,12
15529,23,674,3967.78,4,5,5,Loyal Customers,45
15530,22,108,1502.35,4,4,4,Loyal Customers,44
15531,8,228,2007.44,5,5,5,Champions,55
15532,25,263,1517.08,4,5,4,Loyal Customers,45
15533,19,86,746.92,4,4,3,Loyal Customers,44
15535,173,78,459.9,2,4,2,At Risk,24
15537,163,24,110.92,2,2,1,Lost Customers,22
15539,7,41,538.46,5,3,3,Others,53
15540,11,15,213.3,5,2,1,New Customers,52
15541,114,29,85.13000000000001,2,2,1,Lost Customers,22
15543,288,28,127.86,1,2,1,Lost Customers,12
15544,9,261,3542.51,5,5,5,Champions,55
15545,54,81,292.71999999999997,3,4,2,Others,34
15547,7,702,4954.84,5,5,5,Champions,55
15549,77,116,1655.76,2,4,4,At Risk,24
15550,4,61,575.63,5,4,3,Loyal Customers,54
15551,37,29,436.06,3,2,2,Others,32
15552,217,17,90.12,1,2,1,Lost Customers,12
15553,60,56,437.23,3,3,2,Others,33
15554,278,14,217.2,1,1,1,Lost Customers,11
15555,12,925,4758.2,4,5,5,Loyal Customers,45
15556,24,31,279.77,4,3,2,Others,43
15557,29,20,473.65000000000003,4,2,3,New Customers,42
15561,12,31,722.74,4,3,3,Others,43
15562,352,1,134.55,1,1,1,Lost Customers,11
15563,9,117,1319.69,5,4,4,Loyal Customers,54
15565,50,8,173.16,3,1,1,Others,31
15567,19,7,186.01,4,1,1,New Customers,41
15568,3,53,758.29,5,3,3,Others,53
15569,104,31,1375.71,2,3,4,Others,23
15570,7,330,4109.97,5,5,5,Champions,55
15571,12,57,650.4300000000001,4,3,3,Others,43
15572,5,215,2552.86,5,5,5,Champions,55
15573,32,104,607.45,4,4,3,Loyal Customers,44
15574,178,168,702.25,2,5,3,At Risk,25
15576,38,45,940.6700000000001,3,3,4,Others,33
15577,151,39,258.88,2,3,2,Others,23
15578,162,13,127.1,2,1,1,Lost Customers,21
15579,69,51,348.6,3,3,2,Others,33
15581,121,151,3429.9700000000003,2,5,5,At Risk,25
15582,25,44,682.9100000000001,4,3,3,Others,43
15584,24,125,722.61,4,5,3,Loyal Customers,45
15585,177,31,455.3,2,3,2,Others,23
15587,50,9,913.6800000000001,3,1,4,Others,31
15589,253,30,456.58,1,3,2,Others,13
15590,289,1,-30.19,1,1,1,Lost Customers,11
15592,47,24,388.58,3,2,2,Others,32
15593,71,5,199.8,3,1,1,Others,31
15594,16,104,1767.53,4,4,4,Loyal Customers,44
15596,101,84,1343.34,2,4,4,At Risk,24
15597,30,23,315.71999999999997,4,2,2,New Customers,42
15598,35,16,235.68,3,2,2,Others,32
15599,27,52,761.74,4,3,3,Others,43
15601,11,414,6745.36,5,5,5,Champions,55
15602,8,54,1083.63,5,3,4,Others,53
15603,79,2,48.480000000000004,2,1,1,Lost Customers,21
15604,52,17,216.39,3,2,1,Others,32
15605,36,67,1198.23,3,4,4,Others,34
15606,57,91,2422.64,3,4,5,Others,34
15607,337,13,104.76,1,1,1,Lost Customers,11
15608,28,60,1093.68,4,4,4,Loyal Customers,44
15609,183,18,270.03000000000003,1,2,2,Lost Customers,12
15610,52,6,112.46000000000001,3,1,1,Others,31
15611,10,45,1568.39,5,3,4,Others,53
15612,36,6,195.15,3,1,1,Others,31
15615,10,429,10360.04,5,5,5,Champions,55
15618,33,49,747.031,3,3,3,Others,33
15619,11,3,336.40000000000003,5,1,2,New Customers,51
15620,50,104,1524.4,3,4,4,Others,34
15621,4,18,1158.77,5,2,4,New Customers,52
15622,3,214,3224.53,5,5,5,Champions,55
15623,141,19,301.03,2,2,2,Lost Customers,22
15624,117,34,588.13,2,3,3,Others,23
15625,100,68,1504.56,2,4,4,At Risk,24
15626,75,49,675.8,2,3,3,Others,23
15628,5,157,2865.64,5,5,5,Champions,55
15630,45,61,1180.4,3,4,4,Others,34
15632,16,177,3147.31,4,5,5,Loyal Customers,45
15634,17,15,243.55,4,2,2,New Customers,42
15636,90,25,724.76,2,2,3,Lost Customers,22
15637,53,15,223.36,3,2,1,Others,32
15638,301,2,-94.0,1,1,1,Lost Customers,11
15639,134,25,425.32,2,2,2,Lost Customers,22
15640,4,495,12433.34,5,5,5,Champions,55
15641,105,119,1887.2,2,4,4,At Risk,24
15643,179,36,647.4,1,3,3,Others,13
15644,166,238,813.0,2,5,3,At Risk,25
15645,19,52,612.01,4,3,3,Others,43
15646,158,36,425.14000000000004,2,3,2,Others,23
15648,204,28,599.9,1,2,3,Lost Customers,12
15649,336,2,816.0,1,1,3,Lost Customers,11
15651,37,32,646.3,3,3,3,Others,33
15652,91,21,337.74,2,2,2,Lost Customers,22
15653,93,6,877.4399999999999,2,1,3,Lost Customers,21
15654,9,21,922.53,5,2,4,New Customers,52
15655,233,37,511.32,1,3,3,Others,13
15656,45,47,748.5,3,3,3,Others,33
15657,23,1,30.0,4,1,1,New Customers,41
15658,190,56,958.9,1,3,4,Others,13
15659,44,11,306.45,3,1,2,Others,31
15660,25,94,1552.01,4,4,4,Loyal Customers,44
15661,317,5,309.8,1,1,2,Lost Customers,11
15663,106,9,138.14,2,1,1,Lost Customers,21
15664,51,19,358.63,3,2,2,Others,32
15665,168,116,2242.01,2,4,5,At Risk,24
15667,40,13,301.32,3,1,2,Others,31
15668,218,1,76.32000000000001,1,1,1,Lost Customers,11
15669,40,35,677.69,3,3,3,Others,33
15670,297,12,173.05,1,1,1,Lost Customers,11
15671,19,81,2635.4900000000002,4,4,5,Loyal Customers,44
15673,88,155,2881.02,2,5,5,At Risk,25
15674,73,135,1744.02,2,5,4,At Risk,25
15675,81,21,323.69,2,2,2,Lost Customers,22
15676,9,216,3324.09,5,5,5,Champions,55
15677,49,33,657.23,3,3,3,Others,33
15678,53,12,352.7,3,1,2,Others,31
15679,24,110,781.28,4,4,3,Loyal Customers,44
15680,9,78,1333.68,5,4,4,Loyal Customers,54
15681,18,67,946.36,4,4,4,Loyal Customers,44
15683,117,10,193.75,2,1,1,Lost Customers,21
15687,9,168,2981.5,5,5,5,Champions,55
15689,120,9,254.1,2,1,2,Lost Customers,21
15690,4,19,239.76,5,2,2,New Customers,52
15691,252,2,136.8,1,1,1,Lost Customers,11
15692,28,12,191.04,4,1,1,New Customers,41
15694,1,79,6423.6,5,4,5,Loyal Customers,54
15695,267,22,409.98,1,2,2,Lost Customers,12
15696,33,177,2644.46,3,5,5,Others,35
15699,18,18,309.65,4,2,2,New Customers,42
15700,172,89,664.03,2,4,3,At Risk,24
15701,2,237,1542.14,5,5,4,Champions,55
15703,265,5,211.5,1,1,1,Lost Customers,11
15704,140,117,2293.62,2,4,5,At Risk,24
15705,201,6,143.1,1,1,1,Lost Customers,11
15706,60,59,1001.8100000000001,3,4,4,Others,34
15707,35,214,945.58,3,5,4,Others,35
15708,41,297,3329.7200000000003,3,5,5,Others,35
15709,284,6,133.25,1,1,1,Lost Customers,11
15712,9,53,1072.3600000000001,5,3,4,Others,53
15713,143,20,346.75,2,2,2,Lost Customers,22
15714,12,35,330.88,4,3,2,Others,43
15716,146,118,1118.81,2,4,4,At Risk,24
15717,234,7,150.3,1,1,1,Lost Customers,11
15719,33,938,5043.96,3,5,5,Others,35
15720,24,128,598.73,4,5,3,Loyal Customers,45
15721,12,91,507.08,4,4,3,Loyal Customers,44
15722,36,72,2181.21,3,4,5,Others,34
15723,365,41,203.1,1,3,1,Others,13
15724,201,12,212.3,1,1,1,Lost Customers,11
15725,15,32,415.25,4,3,2,Others,43
15727,17,302,5178.96,4,5,5,Loyal Customers,45
15728,49,4,-134.8,3,1,1,Others,31
15729,198,6,62.0,1,1,1,Lost Customers,11
15730,66,73,1108.38,3,4,4,Others,34
15732,212,14,294.12,1,1,2,Lost Customers,11
15733,283,10,162.3,1,1,1,Lost Customers,11
15734,115,26,1339.45,2,2,4,Lost Customers,22
15737,15,81,1121.21,4,4,4,Loyal Customers,44
15738,19,176,4788.77,4,5,5,Loyal Customers,45
15739,66,8,449.12,3,1,2,Others,31
15740,49,9,154.88,3,1,1,Others,31
15743,16,88,784.46,4,4,3,Loyal Customers,44
15744,78,3,34.8,2,1,1,Lost Customers,21
15745,9,65,1071.24,5,4,4,Loyal Customers,54
15746,134,29,182.96,2,2,1,Lost Customers,22
15747,13,93,974.04,4,4,4,Loyal Customers,44
15748,40,21,149.31,3,2,1,Others,32
15749,235,15,21535.9,1,2,5,Lost Customers,12
15750,3,295,2451.23,5,5,5,Champions,55
15752,40,412,2628.93,3,5,5,Others,35
15753,305,1,79.2,1,1,1,Lost Customers,11
15754,51,29,455.67,3,2,2,Others,32
15755,1,149,2318.88,5,5,5,Champions,55
15756,61,192,532.96,3,5,3,Others,35
15757,66,45,714.42,3,3,3,Others,33
15758,25,9,205.25,4,1,1,New Customers,41
15759,218,7,253.04,1,1,2,Lost Customers,11
15762,65,37,583.75,3,3,3,Others,33
15763,32,63,1048.67,4,4,4,Loyal Customers,44
15764,81,188,3245.47,2,5,5,At Risk,25
15766,64,11,315.06,3,1,2,Others,31
15768,116,28,581.8299999999999,2,2,3,Lost Customers,22
15769,7,147,51823.72,5,5,5,Champions,55
15773,6,10,635.6800000000001,5,1,3,New Customers,51
15774,69,25,270.8,3,2,2,Others,32
15775,245,7,104.9,1,1,1,Lost Customers,11
15776,133,18,241.62,2,2,2,Lost Customers,22
15777,241,22,1021.61,1,2,4,Lost Customers,12
15780,184,29,475.28000000000003,1,2,3,Lost Customers,12
15781,25,21,333.56,4,2,2,New Customers,42
15782,10,44,2593.94,5,3,5,Others,53
15783,11,14,246.3,5,1,2,New Customers,51
15785,30,87,2303.75,4,4,5,Loyal Customers,44
15786,44,280,4834.2,3,5,5,Others,35
15787,26,206,948.05,4,5,4,Loyal Customers,45
15789,358,25,351.3,1,2,2,Lost Customers,12
15790,10,35,220.85,5,3,1,Others,53
15791,44,76,1604.44,3,4,4,Others,34
15793,9,13,948.96,5,1,4,New Customers,51
15795,150,42,610.01,2,3,3,Others,23
15796,1,135,2666.61,5,5,5,Champions,55
15797,113,8,2207.4,2,1,5,Lost Customers,21
15799,76,98,884.14,2,4,3,At Risk,24
15800,107,119,699.08,2,4,3,At Risk,24
15801,46,69,1042.19,3,4,4,Others,34
15802,143,3,-451.42,2,1,1,Lost Customers,21
15803,51,8,415.82000000000005,3,1,2,Others,31
15804,1,274,3848.55,5,5,5,Champions,55
15805,23,307,5452.17,4,5,5,Loyal Customers,45
15806,46,31,784.58,3,3,3,Others,33
15807,50,48,903.9,3,3,3,Others,33
15808,306,210,3724.77,1,5,5,At Risk,15
15809,36,43,399.21,3,3,2,Others,33
15810,79,112,1145.43,2,4,4,At Risk,24
15811,17,139,2171.32,4,5,5,Loyal Customers,45
15812,107,41,1801.14,2,3,4,Others,23
15813,208,40,1303.9099999999999,1,3,4,Others,13
15814,3,74,1842.73,5,4,4,Loyal Customers,54
15815,64,49,2100.6,3,3,5,Others,33
15819,49,123,1905.45,3,4,4,Others,34
15820,320,17,206.98,1,2,1,Lost Customers,12
15821,44,62,570.96,3,4,3,Others,34
15822,3,33,885.47,5,3,3,Others,53
15823,337,17,-840.76,1,2,1,Lost Customers,12
15825,172,20,532.94,2,2,3,Lost Customers,22
15826,51,69,1649.3600000000001,3,4,4,Others,34
15827,73,134,1641.48,2,5,4,At Risk,25
15829,99,51,636.14,2,3,3,Others,23
15830,29,41,547.7,4,3,3,Others,43
15831,58,69,747.76,3,4,3,Others,34
15832,254,54,836.79,1,3,3,Others,13
15834,70,276,2084.9,3,5,5,Others,35
15835,44,50,954.09,3,3,4,Others,33
15836,45,12,117.47,3,1,1,Others,31
15837,65,24,391.98,3,2,2,Others,32
15838,11,169,33350.76,5,5,5,Champions,55
15839,25,65,1020.74,4,4,4,Loyal Customers,44
15840,59,28,345.66,3,2,2,Others,32
15841,64,50,1209.1,3,3,4,Others,33
15843,304,8,118.95000000000002,1,1,1,Lost Customers,11
15844,46,11,130.73999999999998,3,1,1,Others,31
15845,18,140,3650.87,4,5,5,Loyal Customers,45
15847,38,22,389.27,3,2,2,Others,32
15850,19,97,238.85,4,4,2,Loyal Customers,44
15852,187,22,160.71,1,2,1,Lost Customers,12
15853,52,30,110.8,3,3,1,Others,33
15854,4,140,2974.65,5,5,5,Champions,55
15855,137,80,712.24,2,4,3,At Risk,24
15856,4,653,16173.67,5,5,5,Champions,55
15857,19,14,297.0,4,1,2,New Customers,41
15858,16,191,1438.85,4,5,4,Loyal Customers,45
15860,41,142,977.21,3,5,4,Others,35
15861,12,547,3000.36,4,5,5,Loyal Customers,45
15862,8,147,832.88,5,5,3,Champions,55
15863,26,18,68.84,4,2,1,New Customers,42
15864,22,24,1769.7800000000002,4,2,4,New Customers,42
15865,41,40,895.13,3,3,3,Others,33
15866,101,45,230.53,2,3,1,Others,23
15867,5,463,3797.79,5,5,5,Champions,55
15869,277,15,149.64,1,2,1,Lost Customers,12
15870,33,76,354.09000000000003,3,4,2,Others,34
15872,15,128,360.93,4,5,2,Loyal Customers,45
15874,63,137,4330.67,3,5,5,Others,35
15877,2,131,440.78,5,5,2,Champions,55
15880,369,106,313.28000000000003,1,4,2,At Risk,14
15881,312,32,438.24,1,3,2,Others,13
15882,199,24,495.36,1,2,3,Lost Customers,12
15883,2,49,396.48,5,3,2,Others,53
15885,93,18,379.35,2,2,2,Lost Customers,22
15886,60,12,181.09,3,1,1,Others,31
15888,80,14,141.27,2,1,1,Lost Customers,21
15889,157,93,446.87,2,4,2,At Risk,24
15891,227,62,524.52,1,4,3,At Risk,14
15894,253,41,263.55,1,3,2,Others,13
15895,150,11,179.17,2,1,1,Lost Customers,21
15897,194,24,222.05,1,2,1,Lost Customers,12
15898,1,87,1384.68,5,4,4,Loyal Customers,54
15899,369,4,56.25,1,1,1,Lost Customers,11
15900,24,51,351.11,4,3,2,Others,43
15901,17,116,363.88,4,4,2,Loyal Customers,44
15903,10,75,5126.34,5,4,5,Loyal Customers,54
15904,8,30,164.68,5,3,1,Others,53
15906,20,151,1521.79,4,5,4,Loyal Customers,45
15907,4,249,967.45,5,5,4,Champions,55
15909,174,7,191.94,2,1,1,Lost Customers,21
15910,1,267,1232.18,5,5,4,Champions,55
15912,178,19,264.62,2,2,2,Lost Customers,22
15916,16,160,1491.24,4,5,4,Loyal Customers,45
15917,248,12,123.1,1,1,1,Lost Customers,11
15918,191,40,334.23,1,3,2,Others,13
15919,20,143,639.89,4,5,3,Loyal Customers,45
15920,154,60,167.5,2,4,1,At Risk,24
15921,173,25,336.03000000000003,2,2,2,Lost Customers,22
15922,372,12,363.6,1,1,2,Lost Customers,11
15923,373,21,127.08,1,2,1,Lost Customers,12
15925,194,12,207.15,1,1,1,Lost Customers,11
15930,67,21,426.63,3,2,2,Others,32
15932,4,119,2461.85,5,4,5,Loyal Customers,54
15933,21,74,1107.46,4,4,4,Loyal Customers,44
15935,239,12,416.86,1,1,2,Lost Customers,11
15937,64,7,145.35,3,1,1,Others,31
15938,112,18,404.58,2,2,2,Lost Customers,22
15939,90,77,6102.26,2,4,5,At Risk,24
15940,311,2,31.799999999999997,1,1,1,Lost Customers,11
15942,134,14,337.44,2,1,2,Lost Customers,21
15944,277,6,325.1,1,1,2,Lost Customers,11
15945,365,2,181.0,1,1,1,Lost Customers,11
15947,83,29,1708.24,2,2,4,Lost Customers,22
15948,8,60,955.24,5,4,4,Loyal Customers,54
15949,17,19,364.72,4,2,2,New Customers,42
15950,2,103,1705.26,5,4,4,Loyal Customers,54
15951,1,43,669.57,5,3,3,Others,53
15952,34,91,806.57,3,4,3,Others,34
15953,15,103,1634.53,4,4,4,Loyal Customers,44
15955,24,185,4389.81,4,5,5,Loyal Customers,45
15957,32,42,428.89,4,3,2,Others,43
15958,74,7,104.35,2,1,1,Lost Customers,21
15963,20,28,470.76,4,2,3,New Customers,42
15965,17,122,845.64,4,4,3,Loyal Customers,44
15967,23,84,418.83,4,4,2,Loyal Customers,44
15969,3,21,582.9,5,2,3,New Customers,52
15970,304,11,314.1,1,1,2,Lost Customers,11
15971,18,35,4199.85,4,3,5,Others,43
15973,236,6,99.77000000000002,1,1,1,Lost Customers,11
15974,39,177,3429.55,3,5,5,Others,35
15975,84,24,371.01,2,2,2,Lost Customers,22
15976,165,98,430.94,2,4,2,At Risk,24
15977,17,65,1054.73,4,4,4,Loyal Customers,44
15978,77,49,1098.78,2,3,4,Others,23
15980,89,43,2398.86,2,3,5,Others,23
15981,25,97,3408.48,4,4,5,Loyal Customers,44
15983,22,113,1475.02,4,4,4,Loyal Customers,44
15984,3,275,2816.97,5,5,5,Champions,55
15985,123,38,1037.42,2,3,4,Others,23
15986,30,14,168.12,4,1,1,New Customers,41
15987,12,140,1451.28,4,5,4,Loyal Customers,45
15988,19,27,158.03,4,2,1,New Customers,42
15990,44,52,792.11,3,3,3,Others,33
15992,4,3,41.989999999999995,5,1,1,New Customers,51
15993,9,560,2756.82,5,5,5,Champions,55
15994,55,35,427.07,3,3,2,Others,33
15996,88,131,1044.78,2,5,4,At Risk,25
15998,37,509,3084.17,3,5,5,Others,35
16000,3,9,12393.7,5,1,5,New Customers,51
16003,30,103,2735.37,4,4,5,Loyal Customers,44
16005,12,218,615.39,4,5,3,Loyal Customers,45
16006,211,8,101.4,1,1,1,Lost Customers,11
16007,48,385,1701.94,3,5,4,Others,35
16008,24,33,478.78,4,3,3,Others,43
16009,22,90,992.71,4,4,4,Loyal Customers,44
16010,246,86,407.5,1,4,2,At Risk,14
16011,8,212,3362.71,5,5,5,Champions,55
16012,35,94,1415.29,3,4,4,Others,34
16013,4,151,33366.25,5,5,5,Champions,55
16014,36,148,653.13,3,5,3,Others,35
16015,4,184,690.54,5,5,3,Champions,55
16016,3,237,1483.31,5,5,4,Champions,55
16017,47,32,211.88,3,3,1,Others,33
16018,39,28,408.90000000000003,3,2,2,Others,32
16019,2,165,3450.2400000000002,5,5,5,Champions,55
16020,17,46,851.01,4,3,3,Others,43
16022,260,76,628.28,1,4,3,At Risk,14
16023,46,101,719.81,3,4,3,Others,34
16024,12,64,251.24,4,4,2,Loyal Customers,44
16025,30,28,439.65999999999997,4,2,2,New Customers,42
16026,43,32,236.09,3,3,2,Others,33
16027,92,17,852.12,2,2,3,Lost Customers,22
16029,39,274,50992.61,3,5,5,Others,35
16030,310,29,331.24,1,2,2,Lost Customers,12
16031,92,100,548.94,2,4,3,At Risk,24
16033,6,1152,8727.61,5,5,5,Champions,55
16034,196,22,437.7,1,2,2,Lost Customers,12
16036,87,55,758.92,2,3,3,Others,23
16037,270,39,855.02,1,3,3,Others,13
16038,8,28,454.33000000000004,5,2,2,New Customers,52
16040,65,65,1313.55,3,4,4,Others,34
16041,31,6,3166.4,4,1,5,New Customers,41
16042,22,75,1147.37,4,4,4,Loyal Customers,44
16043,38,39,773.99,3,3,3,Others,33
16045,120,83,1340.7,2,4,4,At Risk,24
16048,86,9,243.69000000000003,2,1,2,Lost Customers,21
16049,40,312,1111.79,3,5,4,Others,35
16050,174,10,137.9,2,1,1,Lost Customers,21
16052,54,34,362.06,3,3,2,Others,33
16053,33,84,1511.95,3,4,4,Others,34
16054,145,70,783.9,2,4,3,At Risk,24
16055,221,8,134.8,1,1,1,Lost Customers,11
16056,45,68,664.85,3,4,3,Others,34
16057,4,134,2140.2200000000003,5,5,5,Champions,55
16059,66,180,1459.8600000000001,3,5,4,Others,35
